Date,Adj Close
2013-01-01 00:00:00+00:00,2.0506999492645264
2013-01-02 00:00:00+00:00,2.045599937438965
2013-01-03 00:00:00+00:00,2.045599937438965
2013-01-04 00:00:00+00:00,2.0487000942230225
2013-01-07 00:00:00+00:00,2.032399892807007
2013-01-08 00:00:00+00:00,2.026400089263916
2013-01-09 00:00:00+00:00,2.04010009765625
2013-01-10 00:00:00+00:00,2.0476999282836914
2013-01-11 00:00:00+00:00,2.0276999473571777
2013-01-14 00:00:00+00:00,2.0297000408172607
2013-01-15 00:00:00+00:00,2.032399892807007
2013-01-17 00:00:00+00:00,2.040800094604492
2013-01-18 00:00:00+00:00,2.037100076675415
2013-01-21 00:00:00+00:00,2.0297999382019043
2013-01-22 00:00:00+00:00,2.0387001037597656
2013-01-23 00:00:00+00:00,2.0409998893737793
2013-01-24 00:00:00+00:00,2.033900022506714
2013-01-25 00:00:00+00:00,2.0285000801086426
2013-01-28 00:00:00+00:00,2.0285000801086426
2013-01-29 00:00:00+00:00,1.9940999746322632
2013-01-30 00:00:00+00:00,1.9864000082015991
2013-01-31 00:00:00+00:00,1.9882999658584595
2013-02-01 00:00:00+00:00,1.9905999898910522
2013-02-04 00:00:00+00:00,1.9864000082015991
2013-02-05 00:00:00+00:00,1.9946999549865723
2013-02-06 00:00:00+00:00,1.9829000234603882
2013-02-07 00:00:00+00:00,1.9859000444412231
2013-02-08 00:00:00+00:00,1.9635000228881836
2013-02-11 00:00:00+00:00,1.9701000452041626
2013-02-12 00:00:00+00:00,1.9707000255584717
2013-02-13 00:00:00+00:00,1.9687999486923218
2013-02-14 00:00:00+00:00,1.9641000032424927
2013-02-15 00:00:00+00:00,1.9562000036239624
2013-02-18 00:00:00+00:00,1.9651999473571777
2013-02-19 00:00:00+00:00,1.9596999883651733
2013-02-20 00:00:00+00:00,1.9538999795913696
2013-02-21 00:00:00+00:00,1.9601000547409058
2013-02-22 00:00:00+00:00,1.9717999696731567
2013-02-25 00:00:00+00:00,1.969099998474121
2013-02-26 00:00:00+00:00,1.9804999828338623
2013-02-27 00:00:00+00:00,1.982100009918213
2013-02-28 00:00:00+00:00,1.9744000434875488
2013-03-01 00:00:00+00:00,1.9776999950408936
2013-03-04 00:00:00+00:00,1.9810999631881714
2013-03-05 00:00:00+00:00,1.9710999727249146
2013-03-06 00:00:00+00:00,1.962499976158142
2013-03-07 00:00:00+00:00,1.9707000255584717
2013-03-08 00:00:00+00:00,1.9594999551773071
2013-03-11 00:00:00+00:00,1.9419000148773193
2013-03-12 00:00:00+00:00,1.9572999477386475
2013-03-13 00:00:00+00:00,1.9656000137329102
2013-03-14 00:00:00+00:00,1.971500039100647
2013-03-15 00:00:00+00:00,1.972000002861023
2013-03-18 00:00:00+00:00,1.9788000583648682
2013-03-19 00:00:00+00:00,1.982800006866455
2013-03-20 00:00:00+00:00,1.9825999736785889
2013-03-21 00:00:00+00:00,1.9844000339508057
2013-03-22 00:00:00+00:00,2.0051000118255615
2013-03-25 00:00:00+00:00,2.006500005722046
2013-03-26 00:00:00+00:00,2.00600004196167
2013-03-27 00:00:00+00:00,2.014899969100952
2013-03-28 00:00:00+00:00,2.010200023651123
2013-03-29 00:00:00+00:00,2.019200086593628
2013-04-01 00:00:00+01:00,2.0190000534057617
2013-04-02 00:00:00+01:00,2.0151000022888184
2013-04-03 00:00:00+01:00,2.0185999870300293
2013-04-04 00:00:00+01:00,2.0209999084472656
2013-04-05 00:00:00+01:00,2.0127999782562256
2013-04-08 00:00:00+01:00,1.983199954032898
2013-04-09 00:00:00+01:00,1.9896999597549438
2013-04-10 00:00:00+01:00,1.9805999994277954
2013-04-11 00:00:00+01:00,1.9731999635696411
2013-04-12 00:00:00+01:00,1.9747999906539917
2013-04-15 00:00:00+01:00,1.9661999940872192
2013-04-16 00:00:00+01:00,1.9980000257492065
2013-04-17 00:00:00+01:00,1.9845999479293823
2013-04-18 00:00:00+01:00,1.9970999956130981
2013-04-19 00:00:00+01:00,1.9816999435424805
2013-04-22 00:00:00+01:00,2.005199909210205
2013-04-23 00:00:00+01:00,2.015899896621704
2013-04-24 00:00:00+01:00,2.018399953842163
2013-04-25 00:00:00+01:00,2.008699893951416
2013-04-26 00:00:00+01:00,1.9993000030517578
2013-04-29 00:00:00+01:00,1.993299961090088
2013-04-30 00:00:00+01:00,2.00570011138916
2013-05-01 00:00:00+01:00,2.001499891281128
2013-05-02 00:00:00+01:00,2.001699924468994
2013-05-03 00:00:00+01:00,2.0069000720977783
2013-05-06 00:00:00+01:00,2.0053999423980713
2013-05-07 00:00:00+01:00,2.0058999061584473
2013-05-08 00:00:00+01:00,2.0058000087738037
2013-05-09 00:00:00+01:00,2.000699996948242
2013-05-10 00:00:00+01:00,2.0092999935150146
2013-05-13 00:00:00+01:00,2.0137999057769775
2013-05-14 00:00:00+01:00,2.006200075149536
2013-05-15 00:00:00+01:00,2.018399953842163
2013-05-16 00:00:00+01:00,2.01990008354187
2013-05-17 00:00:00+01:00,2.022599935531616
2013-05-20 00:00:00+01:00,2.0311999320983887
2013-05-21 00:00:00+01:00,2.0357000827789307
2013-05-22 00:00:00+01:00,2.0327999591827393
2013-05-23 00:00:00+01:00,2.045599937438965
2013-05-24 00:00:00+01:00,2.041100025177002
2013-05-27 00:00:00+01:00,2.0469000339508057
2013-05-28 00:00:00+01:00,2.053499937057495
2013-05-29 00:00:00+01:00,2.0738000869750977
2013-05-30 00:00:00+01:00,2.107300043106079
2013-05-31 00:00:00+01:00,2.1077001094818115
2013-06-03 00:00:00+01:00,2.089900016784668
2013-06-04 00:00:00+01:00,2.121299982070923
2013-06-05 00:00:00+01:00,2.124000072479248
2013-06-06 00:00:00+01:00,2.1250998973846436
2013-06-07 00:00:00+01:00,2.1273999214172363
2013-06-10 00:00:00+01:00,2.1273999214172363
2013-06-11 00:00:00+01:00,2.1273999214172363
2013-06-12 00:00:00+01:00,2.1273999214172363
2013-06-13 00:00:00+01:00,2.1526999473571777
2013-06-14 00:00:00+01:00,2.11680006980896
2013-06-17 00:00:00+01:00,2.096400022506714
2013-06-18 00:00:00+01:00,2.167799949645996
2013-06-19 00:00:00+01:00,2.1775999069213867
2013-06-20 00:00:00+01:00,2.2242000102996826
2013-06-21 00:00:00+01:00,2.25570011138916
2013-06-24 00:00:00+01:00,2.2385001182556152
2013-06-25 00:00:00+01:00,2.225600004196167
2013-06-26 00:00:00+01:00,2.210200071334839
2013-06-27 00:00:00+01:00,2.186199903488159
2013-06-28 00:00:00+01:00,2.1958999633789062
2013-07-01 00:00:00+01:00,2.189199924468994
2013-07-02 00:00:00+01:00,2.223099946975708
2013-07-03 00:00:00+01:00,2.2472000122070312
2013-07-04 00:00:00+01:00,2.263400077819824
2013-07-05 00:00:00+01:00,2.246000051498413
2013-07-08 00:00:00+01:00,2.247499942779541
2013-07-09 00:00:00+01:00,2.2614998817443848
2013-07-10 00:00:00+01:00,2.2541000843048096
