Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02 00:00:00-02:00,60.810001373291016,61.68000030517578,60.810001373291016,61.27000045776367,61.27000045776367,3128520
2013-01-03 00:00:00-02:00,61.2599983215332,62.209999084472656,61.130001068115234,61.91999816894531,61.91999816894531,1461210
2013-01-04 00:00:00-02:00,61.88999938964844,62.0099983215332,61.15999984741211,61.31999969482422,61.31999969482422,1216790
2013-01-07 00:00:00-02:00,61.40999984741211,61.470001220703125,60.439998626708984,60.75,60.75,1095410
2013-01-08 00:00:00-02:00,60.75,61.0099983215332,59.869998931884766,59.90999984741211,59.90999984741211,1532920
2013-01-09 00:00:00-02:00,60.16999816894531,60.630001068115234,59.91999816894531,60.25,60.25,1348440
2013-01-10 00:00:00-02:00,60.70000076293945,60.7599983215332,59.970001220703125,60.4900016784668,60.4900016784668,1529030
2013-01-11 00:00:00-02:00,60.5,60.5,59.97999954223633,60.29999923706055,60.29999923706055,1230730
2013-01-14 00:00:00-02:00,60.56999969482422,61.040000915527344,60.47999954223633,60.75,60.75,716370
2013-01-15 00:00:00-02:00,60.56999969482422,61.040000915527344,60.439998626708984,60.52000045776367,60.52000045776367,623410
2013-01-16 00:00:00-02:00,60.5,60.540000915527344,60.02000045776367,60.540000915527344,60.540000915527344,1134100
2013-01-17 00:00:00-02:00,60.529998779296875,61.13999938964844,60.400001525878906,61.0099983215332,61.0099983215332,1460980
2013-01-18 00:00:00-02:00,61.27000045776367,61.27000045776367,60.61000061035156,60.790000915527344,60.790000915527344,853790
2013-01-21 00:00:00-02:00,60.790000915527344,60.880001068115234,60.61000061035156,60.75,60.75,1654860
2013-01-22 00:00:00-02:00,60.70000076293945,60.79999923706055,60.33000183105469,60.75,60.75,1654860
2013-01-23 00:00:00-02:00,60.54999923706055,60.81999969482422,60.369998931884766,60.810001373291016,60.810001373291016,832540
2013-01-24 00:00:00-02:00,60.790000915527344,61.11000061035156,59.63999938964844,59.90999984741211,59.90999984741211,1390260
2013-01-28 00:00:00-02:00,60.02000045776367,60.09000015258789,58.72999954223633,58.88999938964844,58.88999938964844,1655350
